title,salary,city,job,publish_date,requirements,responsibilities,schedule,experience,employment,url
Internal Performance Marketing Specialist (Google Ads / SEO / Lead Generation),от 1 000 $ за месяц,город Даллас,RISE UP MOVING LLC,,"Internal Performance Marketing Specialist (Google Ads / SEO / Lead Generation) Company: Rise Up Moving Location: Remote | Full-Time About Us Rise Up Moving is a premium, white-glove moving company focused on delivering a seamless, high-end customer experience across the United States. As we scale, we are building a data-driven marketing engine focused on high-quality lead generation, cost efficiency, and measurable ROI. We are looking for an Internal Performance Marketing Specialist to take ownership of our marketing performance, oversee external partners, and continuously improve our acquisition strategy. Role Overview This is not a social media marketing role. This is a performance-driven position focused on: Paid acquisition (Google Ads, PPC) Lead generation quality Cost efficiency (CPA, CPL) SEO performance and organic growth Oversight of external marketing agencies Your mission is simple: Generate high-quality leads at the lowest possible acquisition cost while scaling revenue. Key Responsibilities (same as before — keep your structured sections: Paid Ads, Lead Gen, SEO, Agency, Analytics) Compensation Base Pay: $7/hour (40 hours/week) Performance Bonus: KPI-based monthly bonus tied to: Cost per Lead (CPL) Cost per Acquisition (CPA) Lead Quality (qualified leads / booked jobs) Campaign ROI / efficiency improvements 💡 Important: This role is designed for someone who can directly impact revenue — strong performance will be rewarded with meaningful bonuses and long-term growth opportunities. What Success Looks Like Lower cost per acquisition Higher lead quality Improved conversion rates Scalable and predictable lead flow Strong ROI across all marketing channels Main Goal To take full ownership of marketing performance and continuously improve lead generation, efficiency, and ROI in a measurable and scalable way. Important This role is focused on performance marketing, lead generation, and ROI optimization. It is not a social media or content-only position. Screening Questions Please send your answers to the following questions: 1. Google Ads Performance Breakdown Describe a Google Ads campaign you managed: What was the industry? What was the average CPC, conversion rate, and cost per lead? What specific actions did you take to improve performance? 2. Optimization Thinking (Critical) You launch a campaign and after 7 days: High CPC Low conversion rate Many clicks, but low-quality leads What exact steps would you take (in order) to fix this? 3. Lead Quality vs Lead Volume How do you determine if leads are high-quality, not just high volume? What metrics or feedback loops do you use? 4. Wasted Spend Identification Give 3–5 specific examples of how you identify and eliminate wasted ad spend in Google Ads. 5. Agency Oversight If an external agency is running campaigns but results are poor: What would you check first? How would you evaluate their performance? What actions would you take?",,,1–3 года,,https://almaty.hh.kz/vacancy/132221843
Senior Data Analyst,,Алматы,АО Народный банк Казахстана,,"• Высшее техническое/экономическое образование; • Опыт работы в сфере информационных технологий/банковской/финансовой сфере не менее 2,5 года (два года и 6 месяцев) • Знания статистики и теории вероятностей; • Уверенные знания Python и SQL; • Опыт построения классических моделей; • Умение пользоваться инструментами gitlab ci/cd, airflow, mlflow, rest api • Навыки работы с Hadoop/Spark.","• Анализ больших объемов данных и выявление трендов и закономерностей. • Генерация и проверка гипотез, проведение А/В тестирования. • Участие в запуске кампаний на основе полученных данных. • Работа с инструментами бизнес-аналитики (QlikSense, Tableau, Power BI и т.д.).",,1–3 года,,https://almaty.hh.kz/vacancy/132530576
Middle Data analyst (Лаборатория продуктов),,Алматы,АО KMF Банк,,"Что делать? Анализ данных и подготовка отчетов с использованием SQL, Python (приветствуется), (Power BI, Tableau); Проведение статистического анализа и выявление значимых факторов влияния на бизнес-показатели; Подготовка дашбордов и презентаций результатов исследований руководству и коллегам; Участие в разработке методологии сбора и обработки данных; Если у вас: Опыт работы в роли data-аналитика от 2-х лет; Отличное знание SQL, умение писать эффективные запросы и оптимизировать работу с большими объемами данных; Опыт работы с системами аналитики и инструментами визуализации данных (Power BI, Tableau); Высокий уровень владения Microsoft Excel: продвинутые формулы, сводные таблицы.",,,1–3 года,,https://almaty.hh.kz/vacancy/131898297
BI-аналитик,,Алматы,ТОО ASTER Автомобили,,"Опыт в разработке, отчетности на BI системах (Superset, PowerBI, Tableu и тд); Высокие навыки написания SQL запросов (PostgreSQL, MySQL, MS SQL и тд); Знание\понимание базовых продуктовых метрик; Опыт проверки гипотез, проведения А/Б тестов (желательно); Навыки программирования на языке Python (желательно); Навыки работы в MS Excel. Мы предлагаем: Сильный и дружный коллектив; Современные, оборудованные рабочие места в комфортабельном офисе; Гибкий график (с 08-10:00 и до 17-19:00); Корпоративные мероприятия; Скидки на обслуживание и приобретение автомобиля.","Разработка и настройка автоматизированной отчетности на BI платформах (Superset, PowerBI); Написание многоуровневых SQL запросов; Постановка и проверка гипотез; Разработка и поддержка модели данных.",,1–3 года,,https://almaty.hh.kz/vacancy/132010131
Методолог по процессам,,Алматы,АО Aitas KZ,,"Образование: Высшее (IT, информационные системы, менеджмент, экономика или финансы). Продвинутый уровень владения Excel и Power BI. Опыт работы с инструментами процессного анализа и визуализации данных. Навыки создания качественных презентаций в Power Point. Развитое системное и процессное мышление, умение переводить бизнес-задачи на технический язык. Английский — на уровне не ниже B1 (Intermediate). Мы предлагаем Масштаб: Возможность выстраивать стандарты в критически важной службе (Биобезопасность). Развитие: Плотное взаимодействие с Главным аналитиком-методологом департамента и Process Office. Влияние: Вы будете тем, кто создает прозрачную систему координат для всей службы.","Архитектура процессов: Сбор, анализ и описание бизнес-процессов (в форматах as-is и to-be). Методологическая поддержка: Разработка и актуализация ВНД (регламенты, СОПы, инструкции, чек-листы, шаблоны). Data-driven подход: Участие в переходе на управление процессами на основе данных. Формирование единых правил для KPI (логика расчета, источники, интерпретация). Аналитика и отчетность: Подготовка управленческой отчетности, верификация качества данных и контроль их достоверности. Автоматизация и IT: Формирование ТЗ для BI- и IT-команд, участие в тестировании новых решений и бизнес-валидации отчетов. Сопровождение изменений: Контроль внедрения новых процессов и обучение сотрудников работе с методологией.",,3–6 лет,,https://almaty.hh.kz/vacancy/132284009
Senior Data Miner/Analyst в Операционные процессы,,Алматы,Kaspi.kz,,"Kaspi.kz – это место, где необыкновенные люди собираются вместе, чтобы проявить свои лучшие качества, как в работе, так и в жизни, потому что Kaspi – это не просто финансовое учреждение, а большая семья, которая объединила под своим крылом более 10 тысяч человек по всему Казахстану. Мы всегда ценим людей, которые стремятся к знаниям и великим победам, именно поэтому работа у нас – это шанс реализовать свой потенциал.  Сейчас в команду Операционных процессов открыта позиция Senior Data Miner/Analyst. Вам предстоит: Улучшать клиентский опыт в продуктах и сервисах; Проводить анализ роста вовлеченности клиента в продукты Kaspi.kz; Увеличение доступности и качества сервисов для клиентов; Построение прогнозов.  Мы ожидаем от вас: Опыт работы в аналитике 2-3+года коммерческого опыта; Опыт работы с большими данными; Опыт наставничества будет плюсом; Опыт проведения аналитических исследований; Python: базовые библиотеки для анализа; Стек: SQL, Excel, SAS, математическая статистика.  Если хотите присоединиться к нашей команде, оставьте отклик:)",,,1–3 года,,https://almaty.hh.kz/vacancy/131999573
"Java Developer, Senior",,Алматы,ТОО МФО Деньги говорят,,"Мы — ProDengi Group Финтех-экосистема, объединяющая технологии, аналитику, диджитал и социальную миссию В наш состав входят: Prodengi.kz — первый финансовый маркетплейс в Казахстане: кредиты, депозиты, страховки и услуги для бизнеса — всё в одном месте. Geeksoft — наша in-house IT-команда: разработка, аналитика, инженерия, дизайн. Click — креативное digital-агентство: реклама, SMM, крупные бренды в клиентах. Tenge Da — микрофинансовая компания с удобными решениями для людей и бизнеса. Jetu.kz — социальный проект: помогаем людям разобраться с долгами и повысить финансовую грамотность — бесплатно и по-человечески. Сейчас мы в поиске специалиста в команду Geeksoft — тех, кто хочет делать крутые продукты, работать с данными и технологиями, и при этом расти внутри сильной команды. Что ты будешь делать: Разработка и доработка функционала основного продукта «кредитный конвейер» на Java. Анализ требований, оценка задач, участие в планировании и декомпозиции. Поддержка и рефакторинг существующего кода, устранение дефектов. Проектирование и реализация новых модулей/интеграций, соблюдение архитектурных принципов. Написание и поддержка unit/integration тестов, обеспечение качества и стабильности. Проведение code review, соблюдение стандартов кодирования и практик команды. Участие в релизах: подготовка изменений, сопровождение внедрения, мониторинг и разбор инцидентов. Ведение технической документации по реализованным изменениям. Что важно: Опыт коммерческой разработки на Java (уверенно, уровень senior), знание Java 21. Практический опыт со Spring Boot (REST, Spring Data, валидация, транзакции). Уверенное владение SQL и опыт работы с PostgreSQL (оптимизация запросов, индексы, понимание планов). Опыт работы с Redis (кэширование, TTL, инвалидация, базовые паттерны). Понимание микросервисной архитектуры, интеграций и отказоустойчивости. Опыт контейнеризации и деплоя в Kubernetes (Docker, конфиги, health checks, конфигурация приложения). Навыки написания тестов (unit/integration), опыт с CI/CD будет плюсом. Умение разбираться в чужом коде, проводить рефакторинг и улучшать существующий функционал. Командная работа: участие в code review, ответственность за результат, грамотная коммуникация. Условия, в которых приятно работать: График — классика жанра: 5-дневка, по 8 часов. Формат — гибрид: 4 дня в офисе, 1 день — на удалёнке (если хочешь, конечно). Развозка — заботимся, чтобы ты добирался комфортно. Qamqor — это не просто бенефиты. Это наша забота о тебе: огромный выбор плюшек и предложений, чтобы работа радовала не только задачами.",,,3–6 лет,,https://almaty.hh.kz/vacancy/132529244
Head of Data Analytics,,Алматы,ТОО «Aviata» (Freedom Travel),,"7–10 лет опыта в продуктовой аналитике, из них минимум 2–3 года — на руководящих ролях (Lead / Head of Analytics). Опыт работы в продуктовых командах с быстрым релиз-циклом; понимание product discovery, A/B-тестирования, юнит-экономики. Сильный технический бэкграунд: SQL на уровне эксперта, Python для анализа, уверенная работа с современными BI (Amplitude, Tableau, Metabase или аналоги). Опыт построения системы метрик с нуля или серьезной ее перестройки. Опыт найма и развития команды аналитиков. AI Native mindset Опыт в трэвеле, маркетплейсах или e-commerce — большой плюс.","Кросс-продуктовый discovery. Ведение исследований на стыке продуктов. Поиск и приоритизация возможностей роста, которые не видны изнутри отдельной вертикали. North Star и продуктовые метрики. Владение деревом метрик Freedom Travel: определение North Star, ключевых метрик по вертикалям, принципов их декомпозиции и связи с бизнес-целями. Регулярный пересмотр метрик по мере развития продукта. Методология и стандарты. Формирование единых подходов к A/B-тестам, продуктовой аналитике, отчетам. Ревью гипотез и результатов исследований аналитиков команды. Повышение планки качества аналитической работы. Управление нагрузкой команды. Перераспределение ad-hoc запросов между аналитиками, защита фокуса команды на стратегических задачах, выстраивание процессов приоритезации с продуктовыми командами. Развитие команды. Найм, рост и менторинг аналитиков; формирование культуры, в которой данные — это инструмент принятия решений, а не отчет ради отчета.",,более 6 лет,,https://almaty.hh.kz/vacancy/132608802
Аналитик производственных процессов и цифровой трансформации (производство и автоматизация),,Астана,ТОО Аверс Бетон,,"Специалист отвечает за формализацию, моделирование и документирование всех производственных процессов, а также их цифровизацию и оптимизацию с применением нотации BPMN 2.0 и инструментов HEFLO. В его задачи входит формирование единой процессной архитектуры предприятия, подготовка процессов к автоматизации и последующему совершенствованию, разработка регламентирующей документации, а также обеспечение стандартизации и тиражирования процессов на предприятиях группы компаний. Дополнительно специалист участвует в разработке обучающих программ совместно с профильными специалистами для вновь принятых работников на основе разработанных инструкций, СОП и регламентов. Основные обязанности Кандидат будет отвечать за: 1. Моделирование процессов Описание всех производственных операций (end-to-end) Построение карт процессов (AS-IS / TO-BE) Моделирование процессов в BPMN 2.0 Использование инструментов (HEFLO) 2. Управление процессной архитектурой Определение владельцев процессов (Process Owners) Формирование процессной иерархии предприятия Разделение процессов на уровни: стратегические / операционные / поддерживающие 3. Подготовка к автоматизации Формализация требований для IT / SCADA / MES / ERP систем Описание точек сбора данных (data points) Подготовка спецификаций для автоматизированного сбора производственных данных 4. Документация и стандартизация Разработка регламентов и процедур (SOP) Создание шаблонов производственной документации Унификация процессов для дальнейшего тиражирования 5. Масштабирование на группу компаний Анализ повторяемости процессов Подготовка процессов к копированию и внедрение на предприятиях Формирование единой процессной модели группы Требуемые знания и навыки Обязательные: Опыт описания бизнес-процессов в производстве Знание BPMN 2.0 Опыт работы с HEFLO Понимание производственных процессов (желательно производство брусчатки / цемент / промышленность / автоматизированные линии) Навыки написания технической и процессной документации Понимание логики автоматизации данных (MES / SCADA / ERP) Желательные: Опыт внедрения BPM систем Понимание интеграции производственных данных (IoT / датчики / PLC) Навыки data mapping (от процесса к данным) Опыт работы в мульти-производственной структуре (группа компаний) Ключевые компетенции (soft skills) Системное мышление (очень важно) Умение разбирать “хаос” в структуру Коммуникация с производством и ИТ Способность фиксировать реальные процессы, а не “как должно быть” Внимание к деталям Умение коммуницировать с технологами операторами и другим персоналом Умение работать без готовых регламентов Дополнительные требования (желательно указать) Опыт работы от 3–5 лет в производстве или консалтинге процессов Высшее техническое образование (инженерия / автоматизация / производство / ИТ). Условия: Оформление по ТК РК; Своевременная оплата труда; Заработная плата при собеседовании.",,,3–6 лет,,https://almaty.hh.kz/vacancy/132326477
Руководитель Направления клиентского опыта и аналитики (Премьер банкинг),,город республиканского значения Астана,АО ForteBank,,"Образование: экономика, финансы. Опыт работы: от 5 лет в финансовой сфере, желательно в CVM / маркетинг. Знания: Опыт управления командами и построения аналитики или CX функций. Знание CRM, BI-инструментов, финансовой аналитики. Стратегическое мышление, лидерство, data-driven подход. Навыки: Стратегическое мышление, лидерство, data-driven подход","Разработка и внедрение стратегии клиентского опыта (CX Strategy) в премиальном сегменте Построение end-to-end customer journey и управление клиентскими сценариями Разработка и внедрение клиентской сегментации (behavioral, value-based) в Premier Анализ клиентской базы: доходность, активность, churn, penetration Построение моделей (LTV, churn prediction, cross-sell / up-sell) Повышение доходности на клиента и развитие cross-sell стратегий Развитие CRM с элементами AI как единого центра данных о клиенте Построение управленческой отчетности и dashboard для менеджмента Развитие партнерских программ и value-added сервисов Кросс-функциональное взаимодействие с Sales, Product, Digital, Marketing",,3–6 лет,,https://almaty.hh.kz/vacancy/132778809
Data Engineer,,Алматы,Kaspi.kz,,"Хорошее владение SQL и PL/SQL; Владение Python, Go; Опыт работы с Apache Kafka; Опыт использования Redis.","Проектирование, создание и поддержка надежных и масштабируемых ETL-процессов для обработки больших объемов данных. Разработка и оптимизация SQL-запросов для извлечения и анализа данных. Сотрудничество с командами аналитиков и разработчиков для определения требований к данным и обеспечению их доступности. Участие в проектировании архитектуры данных и внедрении новых технологий. Обеспечение качества данных и их интеграции из различных источников.",,1–3 года,,https://almaty.hh.kz/vacancy/131952469
Data Scientist,,Алматы,GetMeGit,,"Мы - международная аутстафф-команда, внедряющая production-grade AI в строго регулируемые индустрии. Одна из ключевых задач проекта - автоматизировать комплаенс и аналитику рисков/затрат в цепочках поставок с помощью LLM и классического ML. Наша цель? Превратить горы регуляторных документов и данных закупок в надёжные пайплайны, которые проходят аудит с первого раза, не галлюцируют на критических флоу и живут в проде дольше спринта. Старт ASAP, работа онсайт в Абу-Даби, английский B2+. Если ты понимаешь разницу между настроенным RAG и ""просто поиском по векторам"", выкатываешь модели с мониторингом дрифта и готов к background screening - давай общаться. Что нужно будет делать: проектировать и обучать LLM/NLP-решения для сложных технических и регуляторных текстов; строить RAG-пайплайны поверх крупных документальных репозиториев (chunking, embedding, retrieval, reranking); разрабатывать модели прогнозирования, скоринга рисков и классификации для supply chain & spend analytics; деплоить модели в виде продакшен-сервисов (API-интеграция), обеспечивая надёжность, логирование и QA; адаптировать решения под строгие регуляторные требования, участвовать в код-ревью и синках с бизнес-стейкхолдерами. Что мы ждем от тебя: senior grade в DS/ML с реальными продакшен-деплоями; уверенный Python и ML-стек (PyTorch/TensorFlow, scikit-learn, Pandas/NumPy); hands-on опыт работы с трансформерами и LLM (fine-tuning, prompt engineering, evaluation, guardrails); практический опыт построения RAG / Information Retrieval систем и структурированного извлечения данных; чёткое понимание MLOps-гигиены: контейнеризация, API-обёртки, версионирование моделей, базовый мониторинг и автоматизация доставки.",,,3–6 лет,,https://almaty.hh.kz/vacancy/132659599
Senior Data Engineer,,Алматы,ТОО Bilim Land (Bilim Group),,,"Разрабатывать и оптимизировать аналитические витрины в ClickHouse Строить решения для near real-time аналитики и отчетности Разрабатывать и поддерживать ETL/ELT пайплайны Работать с потоками данных (Kafka, Debezium) Проектировать схемы данных под аналитические задачи Оптимизировать SQL-запросы и производительность хранилища Подготавливать данные для BI и продуктовой аналитики Участвовать в развитии архитектуры DWH/Data Platform Наш технологический стек: ClickHouse / Greenplum Postgres / MySQL Kafka / Debezium / Flink Airflow Kubernetes (на уровне взаимодействия) BI-инструменты Что мы ожидаем: Практический опыт работы с ClickHouse Уверенное знание SQL (CTE, оконные функции, свойства различных индексов) Опыт построения аналитических витрин и отчетности Опыт работы с ETL/ELT пайплайнами Понимание работы с большими объемами данных (TB+) Опыт работы с потоками данных (Kafka / Debezium) — как плюс Опыт работы с Airflow или аналогами Будет плюсом: Опыт оптимизации ClickHouse (MergeTree, партиционирование, индексы) Опыт работы с MPP-хранилищами Понимание подходов моделирования данных (Kimball, Data Vault) Опыт работы с BI-инструментами Опыт работы с облаками (Yandex Cloud / AWS)",,3–6 лет,,https://almaty.hh.kz/vacancy/132659489
Middle/Senior Data analyst в команду Kaspi Travel,,Алматы,Kaspi.kz,,,"Погрузиться в экосистему Kaspi Travel и рынок билетов и путешествий РК; Искать точки роста продаж, продуктов и сервисов Kaspi Travel за счет анализа данных клиентов в Авиа и Ж/Д билетах, заграничных и внутренних турах; Проверять продуктовые гипотезы и готовить аналитику для поддержки принятия бизнес решений; Автоматизировать витрины данных, отчетность и расчеты бизнес-показателей; Разрабатывать детализированные дэшборды и data-продукты; Заниматься предиктивным анализом / сегментациями; Построение моделей для увеличения вовлеченности в продукты и сервисы Kaspi Travel.",,1–3 года,,https://almaty.hh.kz/vacancy/130947681
Middle Data Engineer (Lakehouse / Big Data),,Алматы,ТОО MAGNUM. Информационные технологии/Ақпараттық технологиялар,,"Мы в Magnum развиваем Lakehouse-подход и ищем Middle Data Engineer, который хочет работать на стыке DWH + Data Lake + Analytics и влиять на то, как устроены данные в компании. Мы не просто поддерживаем старое, мы строим новую платформу: внедряем S3-хранилища (MinIO), переходим на Spark и быстрые OLAP-движки (StarRocks/Trino). В нашей команде вам предстоит: Развитие архитектуры: Участие в миграции и построении Modern Data Stack (переход к Lakehouse). Работа с Big Data: Проектирование слоев данных в объектном хранилище (MinIO S3) и их обработка через Spark/Trino/Impala. Построение витрин: Создание быстрых витрин данных на StarRocks и ClickHouse для бизнеса. ETL/ELT: Написание и оптимизация пайплайнов (Airflow + Python/SQL). Взаимодействие: Работа с аналитиками и участие в проектировании моделей данных (ODS / DWH / MART). Наш технологический стек: Storage: MinIO (S3 compatible) — строим Data Lake здесь. Compute & Query Federation: Trino, Apache Impala, Apache Spark — для обработки и запросов поверх озера. DWH & OLAP: Greenplum (Core DWH), StarRocks, ClickHouse (быстрые витрины), PostgreSQL. Orchestration & Code: Apache Airflow, Python, SQL (Expert level). Важно, чтобы у вас были: Опыт работы Data Engineer от 2–3 лет. Уверенное владение SQL (оконные функции, оптимизация планов запросов). Понимание принципов работы S3-хранилищ и колоночных баз данных. Опыт или большое желание работать с экосистемой Hadoop/Spark и MPP-системами. Самостоятельность: умение разобраться в чужом коде и сложной бизнес-логике (Retail: транзакции, логистика, ассортимент). Почему Magnum — это круто: Современный стек: Мы не застряли в прошлом. Вы будете работать с StarRocks, Trino и Spark — технологиями, которые сейчас в топе рынка. Масштаб: Миллионы транзакций, реальный Highload и настоящие Big Data. Влияние: Мы строим Lakehouse, а не просто ""пилим отчеты"". Ваши решения будут влиять на архитектуру данных всей компании. Команда: Сильная data-команда и задачи, результат которых сразу виден бизнесу.",,,3–6 лет,,https://almaty.hh.kz/vacancy/132343280
Аналитик данных,,Алматы,АО Национальная Платежная Корпорация,,"наличие высшего образования; подтвержденный опыт работы бизнес/системным/дата/фрод аналитиком или в аналогичной роли не менее 2 (двух) лет. Почему стоит присоединиться к нашей команде: оклад, бонусы, мед.страховка, check-up пособие; профессиональное развитие и обучение с учетом последних трендов; возможность внести значительный вклад в обеспечение цифрового суверенитета Республики Казахстан.","осуществление аналитики методов реализации текущих и предупреждение новых схем мошенничества; осуществлять мониторинг и анализ основных трендов мошенничества и передового опыта в части противодействия, работа с BigData; ввод дополнительных внешних источников BigData от операторов мобильной связи, взаимодействовать с регуляторами АРРФР, АФМ по разработке совместных антифрод моделей; осуществлять разработку моделей по противодействию мошенничеству в финансовой сфере; осуществлять OSINT аналитику данных из Интернет, социальных сетей и чатов подозреваемых лиц в организации/участии в мошеннических инцидентах. Hard skills: высшее экономическое/финансовое/математическое/техническое образование; опыт работы в сфере аналитики данных/банковской/финансовой сфере не менее 2-х лет; владение BI-инструментом для анализа и визуализации больших данных: Power BI, Tableau, Qlik, Visiology (желательно); знание SQL запросов; базовое понимание бизнес-анализа; опыт работы в сфере антифрода (желателен). Soft skills: коммуникационные навыки: четкое и краткое общение необходимо для эффективного сбора требований. Это включает активное слушание, формулирование идей и содействие обсуждениям с заинтересованными сторонами; навыки документирования: мастерство в документировании требований структурированным и организованным образом; аналитические навыки: способность анализировать собранную информацию для выявления закономерностей, зависимостей и потенциальных конфликтов в требованиях; навыки решения проблем: способность выявлять проблемы, предлагать решения и давать рекомендации на основе собранных требований; навыки письма: сильные навыки письма имеют решающее значение для четкого, точного и всестороннего документирования требований. Сюда входит написание пользовательских историй, вариантов использования, функциональных требований и нефункциональных требований.",,1–3 года,,https://almaty.hh.kz/vacancy/132202048
Аналитик RTM,,Алматы,ТОО Freedom Telecom Operations,,,"Аналитика нагрузки Мониторинг входящего трафика звонков и чатов в заданных интервалах (15/30/60 мин); Анализ динамики: пики, провалы, сезонность, причины отклонений. Подготовка кратких отчётов: факт vs план (объём, SLA/ASA, AHT, abandon, occupancy — если применимо); Управление в реальном времени (RTM); Контроль очередей и доступности операторов (online/offline, статусы); Оперативные действия при отклонениях: перераспределение ресурсов, перенос перерывов, изменение активностей; Коммуникация с супервайзерами по корректировкам и дисциплине статусов; Расписание и его фактическое выполнение; Составление, корректировка и контроль расписания (фактические смены, перерывы, активности, изменения расписания); Контроль соблюдения расписания и причин отклонений: опоздания, переработки, внеплановые паузы; Ведение учёта изменений и согласований (кто/когда/почему менял). Взаимодействие и улучшения; Сбор требований от супервайзеров, участие в планировании ресурсов. Предложения по улучшению процессов RTM (шаблоны, отчёты, регламенты, автоматизация). Поддержка качества данных (корректность статусов, событий, учёта времени). Знания, навыки, важные для этой позиции Обязательные: Опыт работы в контакт-центре/операционном управлении или аналитике (желательно RTM/WFM) от 6 месяцев; Уверенный Excel/Google Sheets: сводные, формулы, фильтры, условное форматирование; Навык быстрой реакции и принятия решений в режиме нагрузки; Понимание метрик контакт-центра (SLA/ASA, AHT, abandon, occupancy, adherence — базовый уровень); Коммуникация: умение чётко договариваться и фиксировать изменения; Желательные: Опыт работы с WFM/ACD/CRM системами (любые: Genesys, Avaya, Cisco, Asterisk, UseDesk и т.п.); Умение строить простые отчёты/дашборды (Power BI / Data Studio) или базовый SQL; Опыт настройки интервалов, правил перерывов, матриц навыков.",,1–3 года,,https://almaty.hh.kz/vacancy/131266791
Portfolio Analyst (PMO),,Алматы,"Galanz Bottlers, АО",,"ABOUT THE COMPANY Baiuly Capital is an investment holding company developing a portfolio of assets in the industrial and FMCG sectors in Kazakhstan. The holding is currently in a phase of active development and scaling, with a focus on growing existing businesses, launching new business lines, and improving operational efficiency across the portfolio. The group includes manufacturing assets undergoing a comprehensive transformation and growth program, including modernization of production facilities, expansion of product portfolios, and development of distribution channels. As part of its development, a centralized Project Management Office (PMO) is being established to manage the portfolio of investment and operational projects, implement unified project management standards, and ensure transparency in the execution of strategic initiatives. The Portfolio Analyst plays a key role in supporting data-driven decision-making across the project portfolio and enabling effective portfolio management at the holding level. RESPONSIBILITIES Maintain and continuously develop the centralized project portfolio register (data structure, data quality, consistency) Support portfolio management processes: prioritization, resource allocation, and portfolio balancing Develop and maintain portfolio-level dashboards and reporting (timelines, budget, KPIs, risks) Prepare regular and ad-hoc analytical reports for top management and shareholders Analyze project and portfolio performance (KPI tracking, variance analysis, root-cause analysis) Support investment decision-making through analysis of business cases, financial models, and scenarios Conduct sensitivity analysis and scenario modeling (best / base / worst case) Identify portfolio-level risks and interdependencies between projects Analyze cross-project synergies (costs, resources, timelines, operational impact) Support development of PMO methodology (metrics, reporting standards, portfolio governance tools) Automate reporting and analytics processes (Excel models, BI dashboards, data structuring) Prepare high-quality presentations for management (clear storyline, structured insights, data visualization) Conduct ad-hoc strategic and market analysis to support key initiatives EXAMPLES OF PROJECTS Development and implementation of portfolio management system across the holding Design of KPI system and performance tracking for projects and business units Portfolio prioritization and investment allocation across multiple assets Development of management dashboards and analytical tools (Excel / BI) Support of investment projects (analysis of financial models, scenarios, risks) Strategic analysis projects (market assessment, benchmarking, growth initiatives) PMO development projects (methodology, reporting standards, tools) REQUIREMENTS Higher education (economics, finance, engineering, mathematics, or related fields) 3-6 years of experience in analytics / consulting / investment / PMO roles Strong analytical background with ability to work with large datasets Advanced Excel skills (financial models, complex formulas, data analysis) Experience with BI tools (Power BI / Tableau / similar) is strongly preferred Strong understanding of KPIs, unit economics, and performance analysis Ability to structure complex information and derive clear insights Strong PowerPoint skills (storytelling, structuring, visualization at management level) Experience preparing materials for senior management / investment committees English – Advanced or higher NICE TO HAVE Experience in consulting (Big4 / strategy / investment projects) Experience in industrial / FMCG sectors Experience in PMO or portfolio management Knowledge of SQL / Python for data analysis Experience building dashboards and automated reporting systems PERSONAL SKILLS Strong analytical and structured thinking High level of ownership and attention to detail Ability to work with ambiguity and incomplete data Strong communication skills (ability to explain complex insights simply) Proactive mindset and ability to challenge assumptions Ability to work under tight deadlines and manage multiple priorities",,,более 6 лет,,https://almaty.hh.kz/vacancy/131848126
