title,salary,city,job,publish_date,requirements,responsibilities,schedule,experience,employment,url
Менеджер по подбору персонала / Рекрутер,,Алматы,ТОО The Insider,,"The Insider — рекламное агентство, основанное в 2015 году. Мы работаем с блогерами, крупными FMCG-компаниями и эксклюзивными косметическими брендами. Факты о нас: 30 глобальных и 15 локальных брендов в портфеле 7 лет опыта работы с инфлюенсерами 8 лет успешных коллабораций 9 лет в PR и рекламе Дружная команда и уютный офис В данный момент мы ищем сильного рекрутера, который возьмет на себя весь операционный подбор персонала в компании и закроет текущую нагрузку по найму. Задачи Ведение полного цикла подбора: – сбор брифа с руководителями – формирование профиля кандидата – размещение вакансий – активный поиск (LinkedIn, hh, Telegram, рекомендации) – проведение интервью – сопровождение оффера Закрытие вакансий в Казахстане и помощь с закрытием вакансий в странах присутствия (Узбекистан, Азербайджан, Грузия и др.) Контроль сроков закрытия и статусов по каждой позиции Ведение базы кандидатов и аналитики подбора Поддержание коммуникации с нанимающими менеджерами Улучшение инструментов и источников поиска Мы ищем человека, который: Имеет опыт в рекрутинге от 3 лет Закрывал позиции в креативной сфере (PR, контент, инфлюенс, дизайн) Умеет работать самостоятельно Стрессоустойчив и ориентирован на результат Умеет выстраивать рабочие отношения с руководителями Системный и организованный Обладает разговорным английским (для проведения интервью) Будет плюсом: Опыт международного подбора Что предлагаем: Официальное трудоустройство; Гибкое начало рабочего дня с 08:00 до 10:00, пн-пт; Работа в офисе, после испытательного срока есть возможность гибридной работы; Поддержка стремлений развития hard и soft skills (тренинги, курсы, конференции) за счет компании; Насыщенная корпоративная жизнь, тимбилдинги.",,,3–6 лет,,https://almaty.hh.kz/vacancy/132770371
HR Talent Acquisition & Employer Branding Assistant (Part-time),,Алматы,ТОО Henkel Central Asia & Caucasus,,"Henkel is currently seeking a HR Talent Acquisition & Employer Branding Assistant (Part-time) to join our team in Almaty, Kazakhstan. WHAT YOU´LL DO: - Assist in building the company`s employer brand by attending job fairs, university recruitment events, internal HR projects and other outreach activities. - Collaborate with career centers of target universities and student organizations, organizing guest lectures, office visits, mock interviews, case championships, and other employer branding activities. - Create visuals and content for social media, ensuring consistent communication of the company’s values and culture. - Maintain external communications about the company and its corporate culture. - Manage the company’s internal corporate newsletter, sharing the latest updates and news with employees. - Assist in defining job requirements and support hiring managers in their recruitment efforts. - Write and post job descriptions on job platforms (HH.kz, Enbek.kz). - Proactively source passive candidates through LinkedIn, HH, and other professional networks. - Assess candidates’ experience, skills, and cultural fit with the company. - Conduct initial phone screenings as well as in-person/online interviews. - Coordinate and schedule interviews with hiring managers and other team members. - Support candidates in understanding the company culture, job expectations, and compensation packages. - Ensure a positive candidate experience by maintaining clear and timely communication throughout the recruitment process. - Provide timely feedback to candidates after interviews and assessments. WHAT MAKES YOU A GOOD FIT: - Final-year university or college student with a strong GPA. - Available to work on-site (20 hours per week, 4 hours per day). - Interested in a career in Human Resources. - English - Upper-Intermediate - Highly self-motivated, solution-focused, and detail-oriented. - Confident communicator skilled in cross-functional collaboration. - Excellent interpersonal skills with the ability to handle confidential information sensitively. - Growth mindset and eagerness to learn. WHAT WE OFFER: - Official employment through a partner organization for Henkel Central Asia & Caucasus. - Paid internship. - Flexible schedule. - Convenient office location in the city center. - Excellent corporate culture in an international environment. - Access to unlimited psychological, legal, and financial consultations. - Opportunities to participate in sports, charity, and corporate events.",,,не требуется,,https://almaty.hh.kz/vacancy/132223033
Менеджер по персоналу,,Алматы,ТОО Бизнес-Эксперт Консалт,,Практический опыт ведения КДП; Знание трудового законодательства РК; Опыт подбора персонала (массовый и/или точечный); Навыки проведения интервью; Уверенное владение MS Office.,"Рекрутинг и подбор персонала (полный цикл подбора персонала (от заявки до выхода сотрудника); размещение вакансий и активный поиск кандидатов; проведение интервью и оценка кандидатов; организация и сопровождение этапов отбора; адаптация новых сотрудников. Кадровое делопроизводство (ведение КДП в соответствии с законодательством РК; оформление приема, перевода, увольнения сотрудников; подготовка трудовых договоров и дополнительных соглашений; ведение личных дел сотрудников; контроль отпусков, графиков, приказов; работа с кадровыми приказами и штатным расписанием; подготовка кадровой отчетности) HR-поддержка бизнеса (консультирование сотрудников и руководителей по HR-вопросам; поддержание HR-процессов и внутренних регламентов; участие в развитии корпоративной культуры)",,1–3 года,,https://almaty.hh.kz/vacancy/132580296
Менеджер по персоналу,от 250 000 ₸ за месяц,Усть-Каменогорск,ЭТАЖИ (ИП Привальцев А.А.),,"HR-специалист / Специалист по подбору персонала Компания «Этажи» — лидер на рынке недвижимости в СНГ. Мы активно растем и ищем в команду HR-специалиста, который хочет развиваться в подборе персонала, работать в сильной компании и строить карьеру в сфере HR. Если тебе нравится общение с людьми, ты умеешь видеть в кандидатах потенциал и хочешь стать частью большой команды — будем рады познакомиться. Что предстоит делать: размещать вакансии и работать с откликами на job-сайтах; искать и отбирать подходящих кандидатов; проводить телефонные интервью и приглашать кандидатов на собеседование; сопровождать кандидатов на всех этапах подбора; участвовать в адаптации новых сотрудников; анализировать рынок труда и эффективность подбора; вести отчетность по результатам работы. Что мы предлагаем: поддержку и курирование со стороны Центрального офиса; реальную возможность карьерного роста в HR-направлении; стабильную заработную плату: оклад + KPI работу в крупной международной компании; дружную команду и комфортную рабочую атмосферу; интересные задачи и возможность профессионально развиваться. Кого мы ищем: тебе нравится общаться с людьми и легко находить контакт; ты хочешь развиваться в сфере HR и подбора персонала; ты умеешь работать в режиме многозадачности и доводить дела до результата; ты открыт(а) к обучению и быстро воспринимаешь новую информацию; у тебя есть опыт работы в подборе персонала и формировании команды; опыт работы в продажах или в клиентском сервисе будет преимуществом. Почему стоит выбрать нас: У нас HR — это не просто про звонки и резюме. Это про влияние на команду, рост бизнеса и собственное развитие. Ты сможешь получить практический опыт, поддержку, понятную систему работы и перспективу роста внутри компании. Перед откликом просим внимательно ознакомиться с условиями вакансии.",,,1–3 года,,https://almaty.hh.kz/vacancy/132414650
Менеджер по персоналу,от 200 000 до 500 000 ₸ за месяц,Астана,ИП Damata,,"HR manager (HRBP) / Операционный менеджер DAMATA — лидер в сегменте премиальных интерьерных решений из бамбука. В связи с масштабированием сети (г. Астана), нам требуется архитектор человеческого капитала, способный превратить отдел продаж в безотказный механизм. Ваша миссия: Обеспечить компанию кадровым ресурсом, который способен генерировать выручку в условиях роста и конкуренции. Вы не просто «нанимаете людей» — вы отвечаете за боеспособность подразделений. Ключевой функционал: • Talent Acquisition: Формирование непрерывного потока кандидатов. У вас всегда есть «скамейка запасных». • Performance Management: Внедрение и контроль жестких KPI. Вы — тот человек, который первым видит отклонение от плана и принимает кадровые решения до того, как это скажется на прибыли. • Operational Audit: Контроль соблюдения регламентов CRM, дисциплины и стандартов взаимодействия с дизайнерами. Взаимодействие с дилерскими представителями. • L&D (Learning & Development): Быстрый вывод новых сотрудников на плановые показатели через систему аттестации. Система мотивации: • Fixed Salary: 250 000 ₸ (базовая компенсация за управление системой). • Performance Bonus: % от валового дохода каждого нанятого и адаптированного вами сотрудника. Ваша прибыль напрямую связана с качеством нанятых вами людей. • Quarterly KPI: Бонусы за укомплектованность штата и выполнение общего плана продаж сети. Профиль кандидата: • Опыт в системном HR или управлении продажами (Retail/Building materials) от 3-х лет. • Навыки операционного контроля и понимание экономики продаж. • Способность сохранять объективность: для вас цифры в отчете важнее личных отношений с персоналом. Если заинтересованы пишите.",,,3–6 лет,,https://almaty.hh.kz/vacancy/132779893
Менеджер по подбору персонала,от 350 000 ₸ за месяц,,ООО МК Стройгрупп,,,"Подбор персонала, консультация клиентов, телефонные переговоры",,не требуется,,https://almaty.hh.kz/vacancy/132598502
HR-менеджер,до 400 000 ₸ за месяц,Семей,ТОО Amira BLN,,"* Опыт работы в кадровом делопроизводстве от 2 лет * Отличное знание Трудового кодекса РК * Практический опыт составления приказов и должностных инструкций * Внимательность к деталям и высокая ответственность * Умение работать с большим объемом информации Мы предлагаем: * Заработная плата 400 000 до вычета налогов * График работы: 6/1, режим работы с 10:00 до 17:00 часов * Стабильная компания и четко выстроенные процессы * Возможность профессионального роста",,,1–3 года,,https://almaty.hh.kz/vacancy/132587557
HR менеджер,от 250 000 до 300 000 ₸ за месяц,Талдыкорган,ИП Империя Талдыкорган,,"Опыт работы в подборе персонала — от 1 года Знание современных инструментов подбора и оценки кандидатов Грамотная речь, развитые коммуникативные навыки Умение работать в высоком темпе, с ориентацией на результат Ответственность, системность, креативность Свободное владение казахским и русским языками.","Полный цикл подбора: от размещения вакансий до выхода кандидата на работу Проведение собеседований (онлайн и офлайн) Составление профилей вакансий и портретов идеальных кандидатов Ведение базы соискателей, отчётности, статистики Повышение воронки откликов и входящего потока Работа с HR-брендом: участие в ярмарках вакансий, соцсетях, внутреннем PR Поддержка командного духа и корпоративной культуры",,1–3 года,,https://almaty.hh.kz/vacancy/132629374
HR менеджер,от 300 000 до 400 000 ₸ за месяц,Алматы,ТОО T&D CLINIC,,"Опыт работы в подборе персонала от 1 года; Владение современными методами и инструментами подбора; Уверенный пользователь ПК (Excel, Word, почта, интернет); Отличные коммуникативные навыки, ориентация на результат, ответственность.","Ведение полного цикла подбора персонала (от заявки до выхода кандидата на работу); Поиск кандидатов через различные каналы (работные сайты, соцсети, рекомендации, внутренние базы); Проведение телефонных и очных интервью, оценка компетенций; Организация собеседований с руководителями; Ведение базы кандидатов, отчётности, аналитика по вакансиям КДП",,1–3 года,,https://almaty.hh.kz/vacancy/132742621
Токарь,от 300 000 до 500 000 ₸ за месяц,село Отеген батыр,ТОО НефтеТехника,,"Опыт работы — желательно наличие опыта на аналогичной должности. Знание технологий — знание токарной обработки и материаловедения. Умение читать чертежи — понимание технической документации и чертежей. Внимание к деталям — аккуратность и тщательность в работе. Навыки работы с инструментами — умение обращаться с ручным и механизированным инструментом. Техническая грамотность — способность быстро адаптироваться к новым технологиям и оборудованию. Мы предлагаем: - Заработную плату 300-500 тыс тенге на руки - График работы: ПН-ПТ с 9:00 до 19:00, СБ 9.00-13.00 - Дружный коллектив и комфортные условия труда - Возможности для обучения и развития - Карьерный рост до Универсального токаря ВАКАНСИЯ ОТКРЫТА ДО 15 МАЯ 2026г. Мы ищем именно тебя, поэтому не откладывай на потом! Откликайся!","Чтение чертежей — понимание технических рисунков и спецификаций. Настройка оборудования — подготовка и регулировка токарных станков. Изготовление деталей — точная обработка металлических заготовок на станке. Контроль качества — проверка готовых деталей на соответствие требованиям. Устранение неисправностей — диагностика и ремонт оборудования при необходимости. Соблюдение техники безопасности — работа с защитными средствами и соблюдение правил. Обработка и расточка различных материалов, в том числе нарезание резьбы, калибровка и сверление.",,1–3 года,,https://almaty.hh.kz/vacancy/132626658
HR-менеджер/специалист,,Алматы,ТОО ARCO INVEST,,"Высшее образование (управление персоналом, психология, менеджмент или смежные специальности); Опыт работы HR-менеджером от 2 лет (опыт работы в HoReCA будет преимуществом); Глубокое знание трудового законодательства РК; Умение работать с графиком сменности и табелем учета времени в 1 С ЗУП Кадры 8.3. Навыки массового и точечного подбора персонала, работа со штатом сотрудников до 90 человек; Хорошие коммуникативные и организационные навыки; Мы предлагаем: Участие в интересном проекте — открытии нового 4* отеля в Алматы; Возможность профессиональной реализации и карьерного роста; Влияние на формирование корпоративной культуры и HR-политики отеля; Дружную команду и современный подход к HR. Заработная плата обсуждается по итогам собеседования;","Формирование HR-процессов с «нуля» при открытии гостиницы; Подбор руководителей подразделений (Front Office, Housekeeping, F&B, инженерная служба и др.), а также контроль массового подбора линейного персонала; Разработка и размещение вакансий, проведение интервью, организация оценочных процедур; Формирование кадрового резерва и систем адаптации новых сотрудников; Подготовка должностных инструкций, участие в разработке корпоративных стандартов и политики компании; Ведение кадрового администрирования в соответствии с ТК РК; Работа с 1 С ЗУП Кадры 8.3. Енбек.kz Работа со сменными графиками Участие в формировании корпоративной культуры и системы мотивации.",,3–6 лет,,https://almaty.hh.kz/vacancy/132675378
HR менеджер,300 000 ₸ за месяц,Алматы,ТОО FARM HOUSE & CO,,"Опыт работы не менее 1 года на аналогичной должности Знание методов, техник поиска и оценки кандидатов Знание трудового законодательства, основ делового общения, работу с документами","Поиск кандидатов Организация собеседований Отбор, проведение собеседований Заполнять, хранить трудовые книжки и личные дела сотрудников Размещение объявлений на открытие вакансии комплекса Вести кадровое дело производство",,1–3 года,,https://almaty.hh.kz/vacancy/132808720
"HR менеджер, USA",от 740 $ за месяц,Алматы,ТОО DELTA EXPRESS INTERNATIONAL (ДЕЛЬТА ЭКСПРЕСС ИНТЕРНЭШНЛ),,"Строй карьеру в американской компании. Получи стабильный доход и расти профессионально в команде с высокими корпоративными стандартами. Наш клиент – компания, предоставляющая логистические услуги на территории США. За время нашего сотрудничества Компания зарекомендовала себя как надежного партнера, продолжающего свое развитие, даже во время пандемии и других кризисных времен. Наши пожелания к кандидату: Отличные коммуникативные навыки и ответственность; Английский язык на уровне В2 и выше; Ваше желание личностного и профессионального роста. Что нужно будет делать: Поиск и подбор кандидатов (работа с рынком США); Проведение интервью (онлайн); Ведение базы данных; Сбор и обработка документов; Работа со сложными клиентами. Компания предлагает: Официальный договор с первого дня; Доход в $; Ежемесячные бонусы по результатам работы; Время занятости: с 17:00 до 02:00 и с 18:00 до 03:00 (Понедельник - пятница); Возможность профессионального и карьерного роста в международной компании; Работа в офисе, предоставляем рабочее место; Обучение и наставничество от опытного менеджера. Компенсация такси.  Наша миссия – строить успешные команды со здоровой атмосферой. Стараемся помочь вам найти свое призвание и развиваться внутри своей компании. Благодарим за внимание и ждем Ваше резюме!",,,1–3 года,,https://almaty.hh.kz/vacancy/131070975
Рекрутер/Специалист по подбору персонала,до 350 000 ₸ за месяц,Астана,ТОО Мясная продукция,,"Практический опыт работы (не менее 1 года) на предприятии Навыки ведения поиска, адаптации, оценки, мотивации персонала Владение компьютером на уровне уверенного пользователя Знание казахского (обязательно) и русского языков Хорошая дикция.",Рекрутинг Поиск и подбор персонала Работа с площадками по найму и подбору кандидатов Работа с поступающими и исходящими документами Прием и адаптация сотрудников Работа с кадровым резервом.,,1–3 года,,https://almaty.hh.kz/vacancy/132416472
"HR менеджер / HR Business Partner (операционный бизнес, ломбард)",до 700 000 ₸ за месяц,Алматы,ТОО Триллионер Ломбард,,"🔹 О компании (коротко) Мы — сеть ломбардов в Алматы. Работаем с золотом и техникой. Фокус — скорость, точность и контроль рисков. Нам нужен HR, который умеет не “про людей говорить”, а влиять на результат через людей. 🔹 Задачи Полный цикл подбора персонала (оценщики, руководители филиалов и другие позиции для ломбарда) Выстраивание системы адаптации сотрудников (онбординг) Организация и проведение обучения персонала Контроль качества работы сотрудников (через метрики) Снижение текучки и повышение эффективности команды Участие в разработке KPI и системы мотивации Работа с конфликтами и дисциплиной Выявление рисков (ненадёжные сотрудники, склонность к мошенничеству) Проведение внутренних мероприятий (обучение, встречи, тимбилдинги) 🔹 Требования Опыт HR от 2–3 лет (желательно в рознице / финансах / операционном бизнесе) Опыт массового подбора Опыт выстраивания процессов (а не просто “подбирал людей”) Умение обучать и внедрять стандарты Понимание метрик (текучка, эффективность, KPI) Умение работать с конфликтами и увольнениями Навык оценки кандидатов (в том числе на надёжность) 🔹 Что НЕ подойдёт Если вы “про атмосферу, а не про результат” Если вы не работали с массовым персоналом Если вы не умеете увольнять и держать дисциплину Если не понимаете, как HR влияет на прибыль 🔹 Мы ищем человека, который: умеет управлять людьми, а не дружить со всеми видит риски и умеет их предотвращать работает через цифры, а не ощущения доводит процессы до результата",,,1–3 года,,https://almaty.hh.kz/vacancy/131289397
HR-менеджер,до 450 000 ₸ за месяц,Алматы,ТОО AB Catering,,"Кто нам нужен? Мы ищем не просто HR - мы ищем опору для вахтовых команд. Человека, который умеет закрывать вакансии «в поле», знает, как оформлять людей быстро и по закону, и не боится суеты и многозадачности. Если ты умеешь и документы держать в порядке, и людей находить под любые условия, - давай знакомиться. Что предстоит делать: Полный цикл кадрового делопроизводства (1С ЗУП, приемы, переводы, табели, договора, трудовые и т.д.); Подбор персонала на вахтовые объекты: повара, кухонные, горничные, кассиры - быстро, качественно и в срок; Координация с супервайзерами и администраторами объектов; Ведение кадровой отчетности, участие в аудитах и внутренних проверках; Поддержка сотрудников на старте. Нам точно по пути, если ты: Умеешь и любишь работать с людьми; Спокойно держишь в голове 10 задач и не теряешься при многозадачности; Знаешь Трудовой кодекс и умеешь работать с кадрами и договорами без страха; Имеешь опыт массового подбора и кадрирования хотя бы от 2 лет; Готов/а изредка выезжать на объекты - убедиться, что всё как надо и люди довольны. Что предлагаем мы: Заработная плата: 450 000 тг на руки; Насыщенная работа с реальной пользой - от тебя зависит, чтобы на объектах был персонал, а на столах - еда; Команда, где помогут, поддержат и не бросят в потоке задач; Обучение за счет компании по hard и soft skiills; Простор для инициатив, идей и оптимизаций.",,,3–6 лет,,https://almaty.hh.kz/vacancy/132184314
Старший HR менеджер,,Астана,Гос. корп. Частное учреждение Nazarbayev University Research Administration,,"Высшее профессиональное образование. Предпочтительно в области управления персоналом, юриспруденции, административного управления или других смежных областей. Наличие сертификатов в области управления персоналом будет преимуществом; Отличное знание трудового законодательства Республики Казахстан; Не менее 5 лет работы в области кадрового администрирования или управления персоналом. Опыт работы в образовательных организациях или международных компаниях будет преимуществом; знание процессов и инструментов в области подбора персонала; Опыт работы с системой hr.enbek.kz (ЕСУТД); Уверенное владение 1С: Предприятие (кадровый учет); Опыт работы с большим объемом кадровых операций; Умение работать в условиях многозадачности и высокой нагрузки; знание программ MS Office, Excel, PowerPoint, Visio","Ведение полного цикла кадрового администрирования работников Учреждения; Оформление приема, перевода и увольнения работников в соответствии с законодательством РК; Регистрация трудовых договоров и кадровых изменений в системе ЕСУТД (hr.enbek.kz) Ведение кадрового учета в 1С: Предприятие; Организация и контроль учета рабочего времени работников; Сопровождение отпусков и командировок работников; Подготовка кадровых приказов и внутренних нормативных документов; Ведение воинского учета работников; Подбор работников по заявкам структурных подразделений; Сопровождение добровольного медицинского страхованияработников; Подготовка кадровой отчетности и аналитики по персоналу; Участие в разрешении трудовых споров и консультационная поддержка работников; Контроль повышения квалификации работников и участие в бюджетировании HR расходов Обеспечение правильности ведения и хранения кадровых документов",,более 6 лет,,https://almaty.hh.kz/vacancy/132511552
Офис-менеджер / HR-специалист,от 300 000 ₸ за месяц,Астана,ТОО iMAS GROUP,,"О компании: iMAS GROUP – ведущая казахстанская IT компания, в сфере разработки решений для медиамониторинга и аналитики СМИ и социальных сетей. Уже более 10 лет мы обслуживаем крупные бренды и государственные органы. Обязанности Административная часть: Организация эффективной работы офиса: контроль почты, звонков, заказ канцелярии, поддержание порядка и комфорта на рабочем месте. Координация встреч, организация корпоративных мероприятий и рабочих совещаний. Подготовка документов, отчётности и административных распоряжений для руководства. Взаимодействие с арендодателями, поставщиками и подрядчиками. HR-направление: Ведение учёта сотрудников, оформление приёма, перевода и увольнения совместно с бухгалтерией. Участие в подборе персонала: размещение вакансий, первичный отбор резюме, организация собеседований. Ведение кадровых документов (отпуска, графики, приказы, табеля). Поддержание внутренней корпоративной культуры и адаптация новых сотрудников. Участие в HR-инициативах и развитии команды. Требования Опыт работы в административной или HR-роли (желательно в IT-компании или сфере услуг). Отличные навыки планирования, коммуникации и организации. Ответственность, внимательность к деталям, умение работать в команде. Знание делового этикета и уверенное владение ПК (Word, Excel, Google Workspace). Инициативность и желание развиваться в управлении офисом и HR-процессах. Условия Работа в современной и динамичной IT-среде. Поддержка со стороны профессиональной команды и руководства. Официальное трудоустройство по Трудовому кодексу РК. График: 5/2, с 09:00 до 18:00, обед — с 13:00 до 14:00.",,,1–3 года,,https://almaty.hh.kz/vacancy/132613014
Менеджер по подбору персонала\Рекрутер (на Нижнюю Пятилетку),от 300 000 до 350 000 ₸ за месяц,Алматы,ТОО Керемет Су СКЕ,,"Практический опыт работы (не менее 1 года) на предприятии с численностью персонала не менее 100 человек; Навыки ведения поиска, адаптации, оценки, мотивации персонала; Владение компьютером на уровне уверенного пользователя; Знание казахского (обязательно) и русского языков; Работа в сфере подбора; Опыт работы с массовым подбором;",Рекрутинг; Поиск и подбор персонала; Работа с площадками по найму и подбору кандидатов; Работа с поступающими и исходящими документами; Прием и адаптация сотрудников Работа с кадровым резервом. Написание и размещение вакансии на всех площадках; Проведение телефонного интервью; Проведение собеседования Работа с теплой и холодной базой; Составлять отчеты о кандидатах и предоставлять финальных кандидатов руководителю; Предоставлять еженедельные отчеты по запросу руководства .,,1–3 года,,https://almaty.hh.kz/vacancy/132655455
HR менеджер,до 500 000 ₸ за месяц,Астана,"АО AMF Group, АО",,"опыт работы HR-менеджером от 3 лет; практические навыки в перечисленном функционале; высокий уровень коммуникаций, ответственность, стрессоустойчивость.",подбор и адаптация персонала; оценка персонала; обучение и развитие персонала; участие в HR-проектах дочерних компаний; компенсация и льготы; участие в проектах мотивации и удержания персонала; развитие корпоративной культуры,,3–6 лет,,https://almaty.hh.kz/vacancy/132654012
Менеджер по подбору персонала,от 200 000 до 500 000 ₸ за месяц,Алматы,ИП ALLIANCE (Альянс),,Навык проведения интервью и оценки кандидатов Умение работать с большим потоком кандидатов. Развитые коммуникативные навыки Владение современными инструментами поиска персонала,Поиск и подбор сотрудников в отдел продаж Размещение вакансий на разных площадках и работа с откликами Проведение первичных собеседований Оценка кандидатов и выявление их потенциала Взаимодействие с руководителями отделов Ведение внутренней базы и отчетности по подбору Наши ожидания: Навык проведения интервью и оценки кандидатов Умение работать с большим потоком кандидатов. Развитые коммуникативные навыки Владение современными инструментами поиска персонала,,1–3 года,,https://almaty.hh.kz/vacancy/132790621
Специалист отдела кадров/HR-специалист,от 350 000 до 400 000 ₸ за месяц,Алматы,ИП TREE HOUSE,,"Опыт работы в HR и кадровом делопроизводстве от 3 лет; Отличное знание трудового законодательства РК; Внимательность к деталям и умение быстро ориентироваться в задачах; Владение ПК, знание 1С; Высшее образование.","Вести кадровое делопроизводство от А до Я(прием, перевод, увольнение, отпуска); Рекрутинг, размещение вакансий, первичное интервью; Выполнение поручений руководителя ; Оформление табелей учета рабочего времени; Контроль движения кадров, текучести, анализ кадровой ситуации; Обеспечение сохранности и конфиденциальности персональных данных работников.",,3–6 лет,,https://almaty.hh.kz/vacancy/132422832
