title,salary,city,job,publish_date,requirements,responsibilities,schedule,experience,employment,url,source
Senior Product Designer (fintech),,Ташкент,AVO.UZ,,"Опыт работы в крупных проектах от 3х лет и сильные кейсы в портфолио — круто, если это будет крупное агентство или IT-компания. Общее представление о технической стороне мобильной разработки. Знание гайдлайнов популярных мобильных платформ (iOS, Android). Уверенное владение Figma. Опыт работы с дизайн-системами (ставим большой плюс за умение их проектировать). Ещё один большой плюс — за знание Principle или AE. Опыт в проектировании интерфейсов мобильных приложений. Знание тенденций на рынке мобильных сервисов. Понимание, как технически работают веб - и нативные приложения. Нужно говорить с разработчиками на одном языке. В процессе интервью возможно будет предложено выполнить тестовое задание.",Совместная работа в команде над дизайн системами мобильных и вэб приложений. Помогать продуктовой команде делать интерфейсы доступными для всех пользователей. Создание и доработка дизайна финансовых мобильных и вэб приложений для различных платформ. Проектирование интерфейсов. Следить за передовыми технологиями в индустрии и внедрять лучшие практики.,,3–6 лет,,https://almaty.hh.kz/vacancy/132671468,hh_parser_Android Developer_full.csv
Android-разработчик в Krisha.kz,от 550 000 до 1 300 000 ₸ за месяц,Алматы,АО Kolesa (АО Колеса),,"Kolesa Group — международная IT-компания, строим классифайды для 12,5 миллионов пользователей. Наши продукты — kolesa.kz | krisha.kz | avtoelon.uz — помогают людям и бизнесам продавать и покупать авто, недвижимость товары и услуги. Культура экспериментов, командный дух, технологии, постоянное развитие и желание достичь крутых результатов — отличительные черты Kolesa Team. Ищем Android-разработчика со знанием Kotlin и коммерческим опытом разработки, которому важно влиять на продукт, принимать технические решения и делать его лучше вместе с командой. В команде мобильной разработки Krisha.kz сейчас 7 iOS и 7 Android-разработчиков. Мы развиваем взрослый и стабильный продукт с миллионами пользователей, уделяем много внимания качеству кода, UX и масштабированию. Тебе предстоит: Разработка и поддержка Android-приложений; Работа над улучшением пользовательского интерфейса и опыта; Плотное взаимодействие с кроссфункциональными командами, включая менеджеров, дизайнеров, бэкенд-разработчиков и тестировщиков; Написание чистого, поддерживаемого и высокопроизводительного кода; Участие в планировании, разработке и развертывании новых фичей; Проведение код-ревью; Постоянное обучение и внедрение новых технологий и подходов в разработке. Мы ждем от тебя: Уверенное владение языком Kotlin и хорошее понимание его особенностей; Глубокое знание инструментов и библиотек Android SDK; Умение работать с XML-разметкой, Jetpack Compose и ConstraintLayout для создания сложных и адаптивных пользовательских интерфейсов; Способность эффективно находить и исправлять ошибки, используя Android Studio и другие инструменты отладки; Понимание работы с памятью в Android и опыт использования многопоточности (Coroutines, RxJava, ThreadPool); Опыт написания unit-тестов и UI-тестов для обеспечения качества кода; Умение проводить код-ревью и опыт в рефакторинге кода для улучшения его читаемости и поддержки; Способность эффективно работать в команде, ясно и лаконично излагать мысли. Будет преимуществом: Опыт работы с Jetpack библиотеками (Navigation, WorkManager) и новыми фреймворками Android; Опыт оптимизации приложений для повышения производительности и снижения потребления ресурсов; Понимание принципов пользовательского интерфейса и опыта, способность работать в тесном сотрудничестве с дизайнерами; Знание процесса публикации и обновления приложений в Google Play Store. Став частью Kolesa Team, ты получишь: Гибридный формат с возможностью работать несколько раз в неделю удаленно (офис в г. Алматы); Работу в сильной команде, где ценятся взаимопомощь и ориентация на результат; Постоянный рост: система грейдирования, индивидуальные планы развития, менторство; Тематические мероприятия: квизы, киновечера, Family Day, тимбилдинги; Медицинскую страховку, оплату авиабилетов, фитнеса, образования и многое другое — твой выбор, куда использовать соцпакет; Обучение: мы оплачиваем участие в конференциях, тренингах, мастер-классах; Корпоративные скидки от наших партнеров.",,,3–6 лет,,https://almaty.hh.kz/vacancy/130525939,hh_parser_Android Developer_full.csv
Разработчик программного обеспечения,700 000 ₸ за месяц,Караганда,ТОО Explosion Solutions,,"Технические требования Full Stack (React / Node.js) Frontend: React 18+, хуки, жизненный цикл компонентов. Управление состоянием: Redux Toolkit или Zustand. TypeScript, HTML5, CSS3. Работа с REST API / GraphQL. Сборка: Vite или Webpack. React Native: React Native CLI и/или Expo. Навигация через React Navigation. Работа с нативными модулями iOS / Android. Push-уведомления через Firebase Cloud Messaging. Публикация в App Store и Google Play. Backend: Node.js: event loop, асинхронная модель. Фреймворки: NestJS (основной), Express или Fastify. Архитектура NestJS: модули, контроллеры, сервисы, guards, interceptors. Аутентификация: JWT, OAuth2. Проектирование REST API. Базы данных: PostgreSQL или MySQL: проектирование схем, сложные запросы, индексация, миграции. MongoDB — желательно. ORM: Prisma или TypeORM (для NestJS). Кэширование: Redis: кэширование запросов, сессий, очереди (BullMQ). Стратегии: cache-aside, write-through, TTL, инвалидация. HTTP-кэширование, CDN. Инфраструктура: Git, Docker, базовый Linux / bash, Nginx. CI/CD: GitHub Actions или GitLab CI. Тестирование: Jest / Vitest, React Testing Library. Опыт: от 3 лет коммерческой разработки Уровень: Middle / Senior",,,3–6 лет,,https://almaty.hh.kz/vacancy/131992479,hh_parser_Android Developer_full.csv
IOS/ANDROID Разработчик,от 250 000 ₸ за месяц,Алматы,ИП FoodCloud,,"Опыт разработки мобильных приложений для платформ iOS и Android. Знание языков программирования Swift (для iOS) и Kotlin (для Android). Опыт работы с инструментами разработки, такими как Xcode и Android Studio. Понимание основных принципов проектирования интерфейсов (UI/UX) и опыт создания удобных и интуитивно понятных пользовательских интерфейсов. Навыки взаимодействия с внешними API и умение интегрировать их в приложение. Готовность работать в оффлайн-режиме и обеспечивать стабильную работу приложения в условиях недоступности сети. Способность работать в команде и эффективно коммуницировать с другими членами проекта. Желание учиться и развиваться в области мобильной разработки.","Разработка и поддержка существующего мобильного приложения для платформ iOS и Android. Оптимизация приложения для работы в оффлайн-режиме, обеспечивая стабильную и безотказную функциональность. Взаимодействие с другими членами команды разработки для улучшения пользовательского опыта и расширения функционала приложения. Работа с внешними API и интеграция внешних сервисов в приложение. Тестирование, отладка и оптимизация кода для обеспечения высокой производительности и надежности приложения.",,3–6 лет,,https://almaty.hh.kz/vacancy/131869501,hh_parser_Android Developer_full.csv
Middle React Native Developer,до 2 500 $ за месяц,,ООО Mad Devs,,"We are looking for an experienced Middle React Native Developer to join our team and contribute to a fast-growing commercial mobile product used by thousands of real users. You will work with an active production codebase, help deliver new features, improve the app’s stability and performance, and influence technical decisions. Responsibilities: Develop and maintain a mobile application using React Native (TypeScript) Work with the existing production codebase and improve its structure and quality Implement new features and contribute to UX improvements Diagnose and fix production issues, monitor app stability Collaborate with the frontend, backend, QA, and DevOps teams Integrate with third-party APIs and services Maintain basic technical documentation Participate in code reviews and contribute to engineering best practices Requirements: 3+ years of experience with React Native Strong knowledge of JavaScript and TypeScript Solid understanding of mobile application architectures Experience working with production environments and real users Ability to work with legacy or imperfect code and improve it step by step Strong analytical and problem-solving skills English and Russian at B2 level, for communication with stakeholders and team It will be a plus: Experience with high-load mobile applications Knowledge of CI/CD processes (Fastlane, Bitrise, GitHub Actions, etc.) Experience with performance optimization (profiling, reducing app size, improving rendering performance) Experience with native modules (iOS/Android) Additional benefits: Work on a real commercial product with an active user base Influence technical decisions and participate in product evolution A proactive and supportive team that values initiative and ownership Clear development processes (code review, planning, CI/CD) Opportunities for professional growth through complex real-world tasks",,,3–6 лет,,https://almaty.hh.kz/vacancy/131894833,hh_parser_Android Developer_full.csv
Android-разработчик,,Алматы,Andersen,,"Andersen is hiring an Android Developer (Kotlin) in Almaty for a project building a mobile banking app, delivering secure, scalable solutions for managing accounts and payments. The customer is a large financial institution serving millions of retail and corporate clients. It combines a broad physical presence with strong investment in digital platforms, mobile solutions, data infrastructure, cybersecurity, and open integrations. Technology is central to improving customer experience and scaling modern banking services. The project is focused on implementing and enhancing modules for a new mobile banking application for business clients. It aims to deliver secure, scalable, and user-friendly digital services for managing accounts, payments, and financial operations. Responsibilities: Developing and enhancing new and existing products. Optimizing application performance. Integrating with external APIs. Testing and documenting code. Taking ownership of the team’s technical tasks and conducting code reviews. Participating in architectural decision-making. Independently decomposing tasks, estimating efforts, and participating in planning. Participating in code reviews and mentoring. Collaborating with the team on tasks. Learning new technologies and continuously improving personal expertise. Participating in all team activities. Following documented processes. Must-haves: Experience in mobile development for 3+ years. Strong knowledge of Kotlin (advanced level). Experience with Clean Architecture, MVI patterns (Redux/TEA), Coroutines (Flow), and core design patterns. Experience building UI using Jetpack Compose. Experience working with GitLab CI. Understanding of mobile application performance optimization principles. Experience working in a team and understanding Agile/Scrum methodologies. Proactive mindset, initiative, and ability to lead processes. Ability to make and propose decisions, including architectural ones. Level of English – from Intermediate and above. Nice-to-haves: Experience in banking/fintech for 2+ years. Reasons why this job would be interesting to you: Experience in teamwork with leaders in FinTech, Healthcare, Retail, Telecom, and others. Andersen cooperates with such businesses as Samsung, Siemens, Johnson & Johnson, BNP Paribas, Ryanair, Mercedes, TUI, Verivox, Allianz, T-Systems, etc.. The opportunity to change the project and/or develop expertise in an interesting business domain. Job conditions – you can work both fully remotely and from the office or can choose a hybrid variant. Guarantee of professional, financial, and career growth! The company has introduced systems of mentoring and adaptation for each new employee. The opportunity to earn up to an additional 1,000 USD per month, depending on the level of expertise, which will be included in the annual bonus, by participating in the company's activities. Access to the corporate training portal, where the entire knowledge base of the company is collected and which is constantly updated. Bright corporate life (parties / pizza days / PlayStation / fruits / coffee / snacks / movies). Certification compensation (AWS, PMP, etc). Referral program. English courses. Private health insurance and compensation for sports activities.  Join us!",,,1–3 года,,https://almaty.hh.kz/vacancy/132175693,hh_parser_Android Developer_full.csv
Android Developer,,Алматы,АО Нурбанк,,"Опыт работы от 3х лет. Kotlin, Coroutines, Flow. Jetpack Compose / XML. MVVM / MVI, Clean Architecture. Работа с Room, DataStore, Retrofit/OkHttp. Знание принципов безопасной авторизации: OAuth2, JWT, PKCE (как преимущество). Навыки оптимизации UI и работы с Firebase/Sentry. Готовность разбираться в бизнес-логике банка. Знание принципов CI/CD (желательно). Понимание принципов безопасности и шифрования данных. Навык самостоятельного решения нетиповых задач. Опыт взаимодействия с другими командами разработки.","Разработка новых функций мобильного приложения. Участие в проектировании клиентской архитектуры. Реализация экранов и пользовательских сценариев по макетам Figma. Интеграция с backend-сервисами (REST, OAuth2). Работа с биометрией (Fingerprint/FaceID), KYC, загрузкой фото/документов. Оптимизация производительности приложения, устранение ошибок. Участие в code review, взаимодействие с аналитиками и дизайнерами. Участие в разработке архитектуры мобильных модулей. Подготовка технической документации (Wiki/Confluence). Участие в оценке задач, планировании, анализе требований. Взаимодействие с аналитиками и дизайнерами для уточнения UX-логики. Участие в смежных проектах банка при необходимости.",,3–6 лет,,https://almaty.hh.kz/vacancy/131866788,hh_parser_Android Developer_full.csv
UI/UX Designer (Fintech / Crypto / Web + Mobile),от 3 000 $ за месяц,Алматы,"WTS Co.,Ltd",,"Привет! Мы ищем UI/UX-дизайнера в команду WTP Technology. Не просто «нарисуй экраны», а человека, который думает, строит и предлагает и получает удовольствие от того, что его работа реально влияет на продукт. Кто мы такие? Мы — международный финтех-сервис, предлагающий современные платёжные решения с поддержкой криптовалюты и мультивалютных пополнений. Наш продукт создан на каждый день — от обычных онлайн-покупок до повседневных трат офлайн в путешествиях и по всему миру. Мы помогаем пользователям из 170+ стран легко и быстро платить. Это инструмент, с которым человек платит легко и без боли: за кофе в Барселоне, подписку в Штатах, отель в Таиланде или просто в магазине у дома. Кого мы ищем Нам нужен дизайнер, который думает как продакт: понимает пользователя, работает с метриками и осознаёт, что красивый интерфейс — это тот, который приносит ценность пользователю и влияет на бизнес-результаты. Задачи Проектировать UX-флоу: onboarding, KYC, выпуск карт, пополнение счёта — продумывать каждый шаг пользователя Создавать интерфейсы для Web, Telegram Mini App, iOS и Android Анализировать пользовательское поведение, находить точки drop-off и устранять их Участвовать в growth-инициативах и A/B-тестах, напрямую влиять на конверсию и LTV Работать в связке с продактом, разработкой и аналитикой — без бюрократии и долгих согласований Мониторить тренды в финтехе и мобильных интерфейсах, предлагать инициативы Требования 5+ лет опыта в UI/UX дизайне Figma — уверенно, без оговорок Сильное продуктовое мышление, умение работать с задачами, а не только с экранами Понимание пользовательского поведения и UX-паттернов Опыт работы с аналитикой: метрики, воронки, поведенческие данные Хорошая насмотренность — понимание, что делает дизайн качественным Английский от Intermediate (читать документацию, общаться с командой) Будет плюсом Опыт в финтехе или крипто-проектах Работа с Telegram Mini Apps Знание iOS Human Interface Guidelines и Android Material Design Базовое понимание фронтенда — что реально реализуемо в разработке Отслеживание трендов финтех-индустрии Тестовое задание Мы не верим в многочасовые испытания и бесконечные этапы. Тестовое — компактное и по делу. Вы получите реальную продуктовую задачу из нашей области, по которой нужно будет предложить UX-решение и обосновать его. Мы оцениваем мышление, структуру подачи и умение думать про пользователя — а не количество экранов. Задание оплачивается и занимает не более 3–4 часов. Условия Зарплата: от $3 000 + бонусы в месяц в зависимости от уровня и скиллов кандидата + бонусы за результат Формат: удалённо или офис в Алматы — на ваш выбор. Команда: дружная, без лишней бюрократии, с прямым влиянием на продукт Проекты: реальные финтех-продукты с живыми пользователями из 170+ стран Рост: возможность влиять на продуктовые решения и видеть результат своей работы Если что-то откликнулось — отправляй резюме и пару слов о себе. Можно без официоза. WTP Technology",,,более 6 лет,,https://almaty.hh.kz/vacancy/132530805,hh_parser_Android Developer_full.csv
Manual QA Engineer (Junior),от 400 € за месяц,,TownLive Games,,"Мы создаём захватывающие мобильные игры! Нами движет стремление разрабатывать и развивать классные проекты и выводить их в топы Google Play! Приглашаем в команду амбициозного Manual QA Engineer (Junior) для участия в разработке нашего проекта. Жанр - ситибилдер/ферма/экспедиция Почему мы? Удаленка навсегда, без перехода в офис; Команда профи и система онбординга - убедишься лично; Гибкое начало рабочего дня; Отпуск 28 дней, а также оплата больничного 100 %; Подарки в день рождения и денежные бонусы по случаю важных событий в жизни; Sick Days - 10 дней в год; Демократичная среда и психологически здоровая атмосфера внутри команды, где важен каждый; Возможность вносить свои изменения в процессы, коллеги, которые слышат и понимают Чем предстоит заниматься? Ручное тестирование мобильных игр: функциональное, smoke, регрессионное тестирование; Документирование обнаруженных ошибок и контроль их исправления (ревью багов); Работа с ТЗ - проверка на соответствие требованиям, взаимодействие с гейм-дизайнерами по возникающим вопросам; Планирование проверок: составление чек-листов и тест-планов, оценка времени на проведение тестирования; Взаимодействие с командой на всех этапах разработки; Составление инструкций по инструментам тестирования и работа с тестовой документацией; Работа с отзывами пользователей и поиск багов по заявленным проблемам игроков Мы идеально друг другу подходим, если у тебя есть: Наличие 1-2 устройств на ОС Android для тестирования; Богатый игровой опыт на мобильных девайсах и любовь к играм; Опыт тестирования мобильных Игр/приложений от полугода; Понимание методологий разработки ПО и видов тестирования; Опыт работы с таск-трекинговой системой; Развитые аналитические навыки, внимательность; Коммуникабельность, умение излагать свои мысли; +100 к карме, если имеется: Техническое образование; Опыт тестирования игр в жанре Farm Adventure; Опыт тестирования на различных платформах: Android, iOS; Опыт работы с Unity (понимание основ); Опыт работы с Git. Ждем Ваших откликов, будем рады знакомству!",,,1–3 года,,https://almaty.hh.kz/vacancy/132168179,hh_parser_Android Developer_full.csv
Руководитель продукта,,Астана,ТОО DAMUMED (Дамумед),,"Для развития казахстанского медицинского цифрового облачного сервиса требуются требуются руководители продукта. Мы рады видеть в своей команде целеустремленных людей, готовых расти и развиваться вместе с нами. Мы разрабатываем продукт собственными силами. Мы также разрабатываем мобильные приложения для популярных платформ iOS и Android. Мы постоянно обсуждаем и реализуем новые идеи. Если вы хотите каждый день делать что-то важное и полезное для людей, для общества - приходите к нам, мы обещаем – будет интересно. Делаем медицину ближе и доступнее и приглашаем всех, кто готов делать это вместе с нами. Задачи и зона ответственности Реализация утверждённой продуктовой стратегии и roadmap Управление продуктовым бэклогом (приоритизация, актуализация, контроль исполнения) Постановка задач команде разработки (user stories, требования, критерии приёмки) Контроль сроков, качества и полноты реализации функционала Взаимодействие с бизнес-заказчиками и сбор требований Декомпозиция бизнес-требований в понятные задачи для разработки Участие в планировании (sprint planning, grooming, demo) Контроль соответствия реализуемого функционала бизнес-целям Анализ результатов внедрения фич (метрики, обратная связь пользователей) Управление продуктовой/функциональной командой (при наличии) Требования Опыт работы в роли Product Manager / Product Owner / системного аналитика от 3–5 лет Практический опыт управления бэклогом и взаимодействия с разработкой Умение формализовать требования (user stories, use cases, BPMN/диаграммы — желательно) Понимание процессов разработки (Agile/Scrum/Kanban) Сильные коммуникативные навыки (работа с бизнесом и IT) Системное мышление и внимание к деталям Будет преимуществом: Опыт в сложных доменных продуктах (например, здравоохранение, гос. системы) Опыт работы с интеграциями Навыки работы с метриками продукта Мы предлагаем Работа над значимым продуктом с высокой нагрузкой и сложной логикой Влияние на качество и развитие продукта Профессиональную команду разработки и аналитики Конкурентную оплату труда Гибкие условия работы",,,3–6 лет,,https://almaty.hh.kz/vacancy/131919666,hh_parser_Android Developer_full.csv
QA Engineer Junior (Mobile),,,Adviva,,"Аналитический склад ума. Опыт тестирования API(JSON, REST API). Понимание процессов QA. Умение находить и читать логи на базовом уровне. Опыт работы с Postman, MySQL. Опыт тестирования мобильных приложений Android, iOS. Составление лаконичных баг-репортов и тест-кейсов. Будет плюсом опыт работы с платформами для управления логами(graylog/kibana) Наличие любых собственных устройств Android и iOS. Наличие Mac будет плюсом","Проводить функциональное, интеграционное, регрессионное тестирование и UI тестирование. Проводить тестирование на проде интеграций по чеклистам. Локализация, регистрация и проверка фикса дефектов на production окружении. Взаимодействие с командой поддержки по обращениям пользователей, валидация проблемы и определение причины неисправности, постановка задач на разработку. Взаимодействие с проектной командой (разработчики, аналитики, менеджеры, devops-инженеры, поддержка) по планируемым релизам, проверка нового продуктового функционала на проде. Проверка функционала по автоматическим отчетам об ошибках. Локализация ошибок и передача баг-репортов в команды разработки. Мониторинг ошибок на production.",,1–3 года,,https://almaty.hh.kz/vacancy/131985226,hh_parser_Android Developer_full.csv
"Android-разработчик (Java), Алматы",,Алматы,ООО Центр корпоративных технологий,,"M4bank является одним из ведущих разработчиков в СНГ инновационных IT-решений для банковского и финансового сектора. Мы работаем на рынке с 2011 года. Наши клиенты - крупные банки и ритейл СНГ и России В нашу яркую команду мы ищем Android-разработчика, который хочет расти и развиваться вместе с нами. Что нужно будет делать: - Разрабатывать мобильные приложения и библиотеки для платформ Android/JVM. - Активно участвовать в процессе разработки, от начала проектирования до запуска продукта. - Активно общаться с коллегами, обсуждать варианты реализации функциональных возможностей и дизайн продукта. - Оптимизировать приложения. - Выявлять и устранять узкие места ПО. - Разбирать инциденты, связанные с дефектами ПО. Ты справишься если у тебя есть: - Хорошее знание и опыт разработки под платформу Android. - Хорошее знание Java, Kotlin и Kotlin stdlib. - Хорошая алгоритмическая подготовка. - Опыт работы с Java, Kotlin Coroutines, опыт многопоточного программирования. - Опыт работы с Jetpack Compose. - Опыт разработки сетевых приложений. - Минимум средний английский (intermediate). Плюсом будет: - Опыт работы в команде. - Опыт работы в сфере финансовых технологий. - Знание Java. - С терминалами или другим железом. - Знание гибких методологий разработки. - Опыт работы с git, jira, confluence. Условия: - График работы с 10.00 до 19.00 (офисный формат работы) - 5-ти дневная рабочая неделя. - Уютный офис с террасой в районе Мега Парка (Сейфуллина) Работа в офисе компании Испытательный срок 3 месяца",,,3–6 лет,,https://almaty.hh.kz/vacancy/131961284,hh_parser_Android Developer_full.csv
Android-разработчик (Middle/Senior),,,ТОО TECHNO PARTNERS,,"О компании Edoox.com — ведущая образовательная платформа Казахстана для учащихся, учителей и школ. Более 1 млн пользователей и 2000 школ используют наш сервис для подготовки к экзаменам и контроля знаний. Технические требования Обязательные навыки Языки разработки Уверенное владение Kotlin (основной язык разработки). Знание Java для поддержки и развития существующего кода. Понимание ООП, SOLID, паттернов проектирования (MVVM, MVI, Clean Architecture). Android SDK и UI Глубокие знания Android SDK, жизненного цикла Activity/Fragment. Опыт работы с Jetpack Compose и классической XML-вёрсткой (Views). Jetpack-компоненты: ViewModel, LiveData, Navigation, Room, WorkManager. Опыт разработки адаптивных интерфейсов под планшеты и большие экраны (responsive layouts, ConstraintLayout, WindowSizeClass). Material Design 3. Асинхронность и многопоточность Kotlin Coroutines, Flow. Понимание принципов реактивного программирования. Сетевое взаимодействие Работа с REST API (Retrofit, OkHttp). Парсинг JSON (Gson, Moshi, kotlinx.serialization). Понимание принципов работы WebSocket (плюсом). Хранение данных Room, SQLite — локальные БД. SharedPreferences / DataStore. Кеширование данных и работа в офлайн-режиме. Dependency Injection Hilt или Koin. Инструменты Система контроля версий Git. Gradle (Kotlin DSL приветствуется). Android Studio, Profiler, Layout Inspector. Firebase (Crashlytics, Analytics, Push-уведомления). Тестирование Unit-тесты (JUnit, MockK). UI-тесты (Espresso, Compose Testing) — желательно. Публикация Опыт публикации приложений в Google Play. Понимание процесса подписи APK/AAB, работы с Play Console. Дополнительные плюсы Опыт работы с CI/CD (GitHub Actions, GitLab CI, Bitrise, Fastlane). Опыт работы с медиа-контентом (ExoPlayer, видео/аудио воспроизведение). Опыт с Kotlin Multiplatform (KMP). Опыт интеграции платежных систем. Опыт работы в EdTech-проектах. Базовые знания backend (REST API, понимание серверной части). Личные качества Умение быстро анализировать чужой код. Внимание к качеству UX и деталям интерфейса. Ответственность и соблюдение сроков. Готовность к работе в образовательном проекте с социальной миссией.",,,3–6 лет,,https://almaty.hh.kz/vacancy/132729555,hh_parser_Android Developer_full.csv
"Бизнес / Системный аналитик, г.Астана",,Астана,ТОО DAMUMED (Дамумед),,"Опыт работы системным / бизнес-аналитиком в IT Понимание процессов разработки ПО Умение описывать требования в структурированном виде Навыки декомпозиции сложных задач Опыт работы с макетами интерфейсов (Figma или аналоги) Умение говорить с бизнесом и с разработкой «на одном языке» Если Вы обладаете более глубокими знаниями и опытом, чем перечислено выше, то мы будем рады предложить Вам более высокую категорию или вакансию. Приходите на собеседование. В ходе него мы сможем больше узнать о Вас и сделать Вам альтернативные предложения.","Анализ и формализация требований от бизнеса и внутренних заказчиков Декомпозиция требований на задачи для разработки Подготовка постановок задач (user stories, acceptance criteria) Проработка пользовательских сценариев Создание макетов интерфейсов (wireframes, прототипы) Взаимодействие с разработчиками, уточнение требований в процессе реализации",,3–6 лет,,https://almaty.hh.kz/vacancy/131895800,hh_parser_Android Developer_full.csv
Преподаватель универсальный в сфере IT,,Уральск,ТОО ITSTEP Academy Astana,,,"Проводить увлекательные занятия для детей и подростков (7–15 лет) Объяснять сложные вещи просто и интересно Работать по готовым программам и улучшать их своими идеями Помогать ученикам создавать собственные проекты Поддерживать интерес, вовлеченность и уверенность учеников Давать обратную связь родителям и команде Что важно: Базовое понимание программирования или цифрового дизайна Умение находить подход к детям и подросткам Ответственность, терпение и открытость в общении Желание развиваться и осваивать новые технологии Будет плюсом, если ты знаком с: Python (Junior / Pro) Web-дизайном (HTML, CSS, Figma) Разработкой игр (Roblox Studio, Unity, Construct 3) 3D-моделированием (Tinkercad, SketchUp, Blender) Созданием мобильных приложений (Thunkable, AR) Digital Art / Concept Art Основами AI и AI-ассистентами Arduino и SmartTech",,не требуется,,https://almaty.hh.kz/vacancy/132560950,hh_parser_Android Developer_full.csv
Android Development Program Trainee,,Алматы,Andersen,,"знание английского языка на уровне Intermediate и выше (устная коммуникация); начальные знания основ языка программирования Kotlin или Java; базовые знания в сфере Computer Science; понимание Android specific терминологии (UI-элементы, компоненты системы); готовность продолжить стажировку в компании Andersen. Участник программы обучения Andersen смело может рассчитывать на: высокий уровень экспертизы и поддержку со стороны опытных специалистов Andersen на протяжении всего обучения; системное менторское сопровождение и регулярную обратную связь; внимательное и бережное отношение к каждому участнику с фокусом на его прогресс и результат; помощь и поддержку при переходе от обучения к работе на коммерческих проектах компании; дальнейшее трудоустройство в Andersen при успешном прохождении программы. Andersen - это отличная возможность старта и роста в сфере IT!",,,не требуется,,https://almaty.hh.kz/vacancy/131875698,hh_parser_Android Developer_full.csv
